696517.0,5.0,-1.3999999999999999
696548.0,7.2999999999999998,1.8999999999999999
696577.0,6.2000000000000002,0.29999999999999999
696608.0,nan,2.1000000000000001
696638.0,nan,7.7000000000000002
696669.0,17.699999999999999,8.6999999999999993
696699.0,nan,11.0
696730.0,17.5,9.6999999999999993
696761.0,16.300000000000001,8.4000000000000004
696791.0,14.6,8.0
696822.0,9.5999999999999996,3.3999999999999999
696852.0,5.7999999999999998,nan
696883.0,5.0,0.10000000000000001
696914.0,5.5,-0.29999999999999999
696942.0,5.5999999999999996,-0.29999999999999999
696973.0,12.199999999999999,3.2999999999999998
697003.0,14.699999999999999,4.7999999999999998
697034.0,15.0,7.5
697064.0,17.300000000000001,10.800000000000001
697095.0,18.800000000000001,10.699999999999999
697126.0,14.5,8.0999999999999996
697156.0,12.9,6.9000000000000004
697187.0,7.5,1.7
697217.0,5.2999999999999998,0.40000000000000002
697248.0,5.2000000000000002,-0.5
697279.0,nan,1.5
697307.0,9.0999999999999996,nan
697338.0,9.8000000000000007,2.3999999999999999
697368.0,14.300000000000001,nan
697399.0,17.699999999999999,9.5999999999999996
697429.0,17.0,9.8000000000000007
697460.0,18.0,11.800000000000001
697491.0,15.0,8.5
697521.0,12.6,7.2999999999999998
697552.0,5.5,-0.40000000000000002
697582.0,8.0,3.6000000000000001
697613.0,5.7999999999999998,nan
697644.0,6.9000000000000004,1.3
697672.0,6.4000000000000004,1.8999999999999999
697703.0,10.0,3.8999999999999999
697733.0,16.300000000000001,7.9000000000000004
697764.0,17.800000000000001,9.0
697794.0,22.199999999999999,11.699999999999999
697825.0,21.600000000000001,nan
697856.0,17.300000000000001,8.5999999999999996
697886.0,11.4,5.5999999999999996
697917.0,7.9000000000000004,3.2000000000000002
697947.0,8.1999999999999993,3.2999999999999998
697978.0,nan,0.10000000000000001
698009.0,6.5999999999999996,nan
698038.0,nan,3.5
698069.0,12.4,3.3999999999999999
698099.0,nan,6.5999999999999996
698130.0,nan,9.9000000000000004
698160.0,18.300000000000001,11.699999999999999
698191.0,15.1,9.1999999999999993
698222.0,13.699999999999999,7.7000000000000002
698252.0,11.6,4.2000000000000002
698283.0,8.3000000000000007,nan
698313.0,8.9000000000000004,2.3999999999999999
698344.0,5.4000000000000004,1.1000000000000001
698375.0,nan,1.2
698403.0,8.3000000000000007,2.1000000000000001
698434.0,10.6,3.7999999999999998
698464.0,14.699999999999999,6.7999999999999998
698495.0,17.399999999999999,9.5
698525.0,17.5,10.4
698556.0,18.5,nan
698587.0,16.899999999999999,10.300000000000001
698617.0,12.699999999999999,nan
698648.0,10.1,5.0999999999999996
698678.0,6.7999999999999998,2.2999999999999998
698709.0,6.0,0.69999999999999996
698740.0,9.5,3.5
698768.0,nan,2.6000000000000001
698799.0,14.1,4.4000000000000004
698829.0,13.699999999999999,5.9000000000000004
698860.0,18.399999999999999,9.0999999999999996
698890.0,19.199999999999999,11.5
698921.0,19.699999999999999,11.1
698952.0,17.0,8.4000000000000004
698982.0,nan,7.2000000000000002
699013.0,9.0999999999999996,nan
699043.0,6.4000000000000004,1.7
699074.0,5.4000000000000004,1.3
699105.0,6.2999999999999998,0.80000000000000004
699133.0,7.9000000000000004,1.5
699164.0,10.9,3.5
699194.0,13.9,4.9000000000000004
699225.0,18.600000000000001,8.1999999999999993
